,segment,abitazione,isolamento,age,area,regione,longitude,latitude,ripartizione,temperatura_estiva,umidita_estiva,temperatura_invernale,degree_days,riscaldament_fascia_A,riscaldament_fascia_B,riscaldament_fascia_C,riscaldament,raffrescament_fascia_A,elettricita,raffrescament_fascia_B,raffrescament_fascia_C,raffrescament
13113,2,casa unifamiliare,Abbastanza isolata,17,148,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,1,1,2,0,789,0,0,0
13114,2,casa unifamiliare,Ben isolata,43,100,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,7,2,9,0,689,0,0,0
13115,2,casa unifamiliare,Ben isolata,34,100,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,789,0,0,0
13116,1,casa unifamiliare,Abbastanza isolata,32,326,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,489,0,0,0
13117,3,casa unifamiliare,Poco isolata,62,172,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,3,1,5,0,889,0,0,0
13118,0,appartamento in edificio piccolo,Non isolata,50,89,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,589,0,0,0
13119,0,casa unifamiliare,Abbastanza isolata,36,100,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,5,0,6,0,389,2,0,2
13120,1,casa unifamiliare,Poco isolata,25,373,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,6,0,10,0,689,0,0,0
13121,2,casa unifamiliare,Abbastanza isolata,54,123,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,3,689,3,0,6
13122,3,casa unifamiliare,Non isolata,87,364,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,4,0,6,0,1089,0,0,0
13123,2,casa unifamiliare,Ben isolata,67,94,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,689,5,1,6
13124,2,casa plurifamiliare,Ben isolata,25,211,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,1089,0,0,0
13125,1,appartamento in edificio piccolo,Ben isolata,4,79,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,1089,0,0,0
13126,1,casa unifamiliare,Poco isolata,24,123,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,2,0,3,0,389,0,2,2
13127,2,casa plurifamiliare,Poco isolata,40,99,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,3,3,2,589,2,4,8
13128,0,casa unifamiliare,Ben isolata,51,85,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,489,0,0,0
13129,2,casa unifamiliare,Poco isolata,22,134,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,1,5,0,589,0,0,0
13130,0,casa unifamiliare,Ben isolata,59,81,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,7,0,7,0,589,4,0,4
13131,2,appartamento in edificio piccolo,Poco isolata,35,314,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,2,7,0,1089,0,0,0
13132,3,casa unifamiliare,Poco isolata,21,86,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,2,7,0,389,0,0,0
13133,3,casa plurifamiliare,Ben isolata,9,266,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,1,3,0,1089,2,3,5
13134,0,casa unifamiliare,Abbastanza isolata,47,164,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,1,5,0,689,0,0,0
13135,2,appartamento in edificio medio,Abbastanza isolata,5,90,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,5,0,6,0,589,0,0,0
13136,0,appartamento in edificio piccolo,Abbastanza isolata,55,112,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,2,2,8,0,589,0,0,0
13137,1,casa plurifamiliare,Ben isolata,78,130,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,0,0,4,0,1089,0,0,0
13138,3,appartamento in edificio piccolo,Ben isolata,148,278,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,789,4,0,4
13139,0,appartamento in edificio piccolo,Abbastanza isolata,23,105,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,6,4,2,12,1,389,1,0,2
13140,0,appartamento in edificio piccolo,Poco isolata,55,68,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,2,0,5,0,489,0,0,0
13141,2,appartamento in edificio piccolo,Ben isolata,45,75,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,389,0,0,0
13142,0,appartamento in edificio piccolo,Non isolata,31,103,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,5,0,7,0,389,0,0,0
13143,0,appartamento in edificio piccolo,Poco isolata,17,76,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,0,5,0,1089,0,0,0
13144,2,casa unifamiliare,Non isolata,47,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,0,5,0,389,0,0,0
13145,2,appartamento in edificio grande,Abbastanza isolata,24,119,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,389,0,0,0
13146,2,casa unifamiliare,Poco isolata,51,115,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,8,2,11,0,489,2,0,2
13147,1,casa unifamiliare,Ben isolata,41,93,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,2,5,0,889,0,0,0
13148,1,appartamento in edificio piccolo,Poco isolata,3,95,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,0,6,0,589,0,0,0
13149,3,casa unifamiliare,Abbastanza isolata,96,204,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,1,6,0,489,3,0,3
13150,0,appartamento in edificio piccolo,Poco isolata,74,73,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,0,5,0,689,0,0,0
13151,2,casa unifamiliare,Ben isolata,28,92,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,6,2,10,0,589,0,0,0
13152,1,casa unifamiliare,Abbastanza isolata,23,303,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,2,8,13,0,1089,5,1,6
13153,1,appartamento in edificio piccolo,Abbastanza isolata,138,67,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,4,4,12,0,1089,0,0,0
13154,1,appartamento in edificio medio,Abbastanza isolata,17,100,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,8,0,9,0,489,0,0,0
13155,2,appartamento in edificio piccolo,Ben isolata,33,99,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,1,5,2,589,2,1,5
13156,1,appartamento in edificio piccolo,Abbastanza isolata,59,115,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,789,0,0,0
13157,1,appartamento in edificio medio,Abbastanza isolata,29,98,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,4,7,0,489,0,0,0
13158,1,appartamento in edificio medio,Abbastanza isolata,38,112,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,2,5,0,489,0,0,0
13159,2,appartamento in edificio medio,Ben isolata,35,115,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,4,0,5,0,1089,2,1,3
13160,0,appartamento in edificio medio,Non isolata,40,70,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,389,0,0,0
13161,0,casa unifamiliare,Ben isolata,148,275,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,1,6,0,589,0,0,0
13162,1,appartamento in edificio medio,Ben isolata,34,135,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,5,0,7,0,1089,0,0,0
13163,0,appartamento in edificio grande,Abbastanza isolata,45,148,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,2,7,0,589,0,0,0
13164,0,casa unifamiliare,Poco isolata,67,135,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,5,0,9,1,389,2,0,3
13165,2,casa unifamiliare,Ben isolata,15,357,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,0,4,0,1089,0,2,2
13166,1,appartamento in edificio piccolo,Abbastanza isolata,22,76,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,8,2,10,0,489,0,0,0
13167,2,casa unifamiliare,Abbastanza isolata,136,116,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,789,0,0,0
13168,1,appartamento in edificio piccolo,Poco isolata,51,76,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,789,0,0,0
13169,0,appartamento in edificio piccolo,Ben isolata,82,85,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,489,0,0,0
13170,0,appartamento in edificio medio,Ben isolata,35,110,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,4,2,7,0,289,0,0,0
13171,3,appartamento in edificio piccolo,Poco isolata,15,91,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,1,3,0,489,0,0,0
13172,2,casa plurifamiliare,Ben isolata,15,74,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,1,3,0,489,0,0,0
13173,0,casa plurifamiliare,Non isolata,38,370,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,5,5,0,10,0,489,0,0,0
13174,1,casa unifamiliare,Abbastanza isolata,2,276,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,0,2,0,1089,0,0,0
13175,2,appartamento in edificio piccolo,Ben isolata,40,70,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,5,7,7,19,3,689,3,3,9
13176,0,casa plurifamiliare,Abbastanza isolata,41,320,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,589,0,0,0
13177,2,casa unifamiliare,Ben isolata,113,60,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,1089,0,0,0
13178,1,appartamento in edificio piccolo,Poco isolata,39,97,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,0,4,0,889,3,0,3
13179,2,casa unifamiliare,Non isolata,109,62,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,1089,0,0,0
13180,0,casa unifamiliare,Ben isolata,47,87,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,889,0,0,0
13181,3,casa unifamiliare,Abbastanza isolata,19,69,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,389,0,0,0
13182,2,casa plurifamiliare,Ben isolata,30,54,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,5,1,8,0,1089,0,0,0
13183,1,appartamento in edificio medio,Ben isolata,40,125,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,789,3,0,3
13184,1,casa plurifamiliare,Abbastanza isolata,59,125,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,3,3,0,289,0,0,0
13185,2,casa unifamiliare,Ben isolata,23,125,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,789,0,0,0
13186,0,appartamento in edificio piccolo,Poco isolata,40,107,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,0,4,0,889,0,0,0
13187,0,casa plurifamiliare,Abbastanza isolata,39,128,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,0,0,3,0,489,0,0,0
13188,2,casa unifamiliare,Ben isolata,10,134,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,2,7,0,1089,0,0,0
13189,2,appartamento in edificio piccolo,,30,102,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,1089,0,0,0
13190,0,casa unifamiliare,Abbastanza isolata,61,76,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,0,6,0,289,0,0,0
13191,0,casa unifamiliare,Abbastanza isolata,110,51,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,8,0,10,0,389,0,0,0
13192,1,appartamento in edificio piccolo,Abbastanza isolata,26,117,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,1,6,0,1089,0,0,0
13193,2,casa unifamiliare,Abbastanza isolata,58,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,4,8,0,489,0,0,0
13194,0,casa unifamiliare,Non isolata,44,87,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,0,5,0,589,0,0,0
13195,1,casa unifamiliare,Non isolata,143,80,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,2,7,0,589,0,2,2
13196,2,appartamento in edificio piccolo,Ben isolata,47,116,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,389,0,0,0
13197,0,casa unifamiliare,Ben isolata,54,114,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,0,6,0,489,0,0,0
13198,3,appartamento in edificio medio,Abbastanza isolata,25,130,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,1,6,0,589,2,1,3
13199,2,appartamento in edificio piccolo,Poco isolata,86,103,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,289,0,0,0
13200,3,appartamento in edificio piccolo,Poco isolata,41,119,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,2,4,0,789,3,2,5
13201,1,casa unifamiliare,Abbastanza isolata,116,135,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,2,3,6,0,289,0,0,0
13202,0,appartamento in edificio medio,Ben isolata,54,101,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,6,0,8,0,889,0,0,0
13203,0,appartamento in edificio piccolo,Abbastanza isolata,64,78,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,489,0,0,0
13204,3,casa unifamiliare,Poco isolata,21,45,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,289,0,0,0
13205,3,appartamento in edificio piccolo,Abbastanza isolata,47,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,1,0,4,0,589,0,0,0
13206,2,casa unifamiliare,Ben isolata,27,155,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,6,1,8,0,689,8,0,8
13207,2,appartamento in edificio piccolo,Ben isolata,28,311,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,489,0,0,0
13208,0,casa unifamiliare,Non isolata,49,134,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,1,6,4,489,4,1,9
13209,1,casa unifamiliare,Abbastanza isolata,19,103,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,2,8,2,589,3,1,6
13210,3,casa unifamiliare,Abbastanza isolata,46,189,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,2,0,3,0,689,0,0,0
13211,2,casa plurifamiliare,Ben isolata,9,119,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,5,0,8,0,289,0,0,0
13212,1,casa unifamiliare,Abbastanza isolata,10,301,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,0,5,0,1089,0,0,0
13213,0,casa unifamiliare,Ben isolata,52,270,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,2,7,0,589,0,0,0
13214,0,casa unifamiliare,Poco isolata,30,138,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,1089,0,0,0
13215,1,appartamento in edificio piccolo,Abbastanza isolata,29,66,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,6,0,8,0,689,0,0,0
13216,2,appartamento in edificio medio,Abbastanza isolata,20,113,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,2,6,0,589,0,0,0
13217,0,appartamento in edificio medio,Ben isolata,41,251,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,0,2,0,489,0,0,0
13218,0,appartamento in edificio piccolo,Abbastanza isolata,36,105,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,8,8,1,17,0,389,0,0,0
13219,0,appartamento in edificio medio,Abbastanza isolata,48,62,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,1,1,2,0,289,0,0,0
13220,3,appartamento in edificio piccolo,Ben isolata,15,235,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,3,9,0,689,0,0,0
13221,1,appartamento in edificio medio,Non isolata,37,94,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,2,7,0,489,0,0,0
13222,1,appartamento in edificio medio,Ben isolata,8,299,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,389,0,0,0
13223,1,casa unifamiliare,Abbastanza isolata,20,374,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,2,3,8,0,789,0,0,0
13224,0,casa unifamiliare,Abbastanza isolata,32,342,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,2,7,1,789,5,0,6
13225,1,appartamento in edificio medio,Poco isolata,20,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,1,1,3,0,889,0,0,0
13226,0,casa unifamiliare,Ben isolata,49,56,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,0,2,0,589,0,0,0
13227,2,casa plurifamiliare,Abbastanza isolata,31,92,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,0,5,0,789,2,1,3
13228,0,appartamento in edificio medio,Non isolata,39,196,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,8,0,8,0,289,0,0,0
13229,1,appartamento in edificio piccolo,Poco isolata,33,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,789,0,0,0
13230,1,appartamento in edificio piccolo,Abbastanza isolata,29,102,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,0,5,0,689,0,0,0
13231,1,casa unifamiliare,Abbastanza isolata,22,103,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,8,0,9,0,589,0,2,2
13232,2,appartamento in edificio piccolo,Poco isolata,43,84,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,0,2,0,389,0,0,0
13233,2,appartamento in edificio piccolo,Ben isolata,19,95,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,1,0,1,0,489,0,0,0
13234,2,appartamento in edificio piccolo,Abbastanza isolata,58,71,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,3,1,5,0,889,0,0,0
13235,0,casa unifamiliare,Ben isolata,133,81,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,4,0,7,0,789,0,0,0
13236,0,appartamento in edificio piccolo,Abbastanza isolata,48,111,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,5,4,0,9,0,389,0,0,0
13237,0,casa plurifamiliare,Ben isolata,82,102,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,0,2,0,789,0,0,0
13238,1,casa unifamiliare,Ben isolata,118,117,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,3,1,5,0,589,0,0,0
13239,0,casa unifamiliare,Abbastanza isolata,34,74,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,5,789,0,0,5
13240,1,appartamento in edificio piccolo,Poco isolata,34,91,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,1089,0,0,0
13241,2,appartamento in edificio piccolo,Poco isolata,59,110,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,0,5,0,1089,0,0,0
13242,0,appartamento in edificio medio,Poco isolata,4,110,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,0,6,0,889,0,0,0
13243,0,appartamento in edificio piccolo,Abbastanza isolata,52,74,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,389,2,0,2
13244,2,appartamento in edificio piccolo,Abbastanza isolata,42,247,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,5,4,1,10,3,1089,3,1,7
13245,2,appartamento in edificio piccolo,Poco isolata,30,55,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,0,6,0,1089,0,0,0
13246,0,casa unifamiliare,Poco isolata,33,147,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,2,6,0,389,0,0,0
13247,0,casa unifamiliare,Ben isolata,43,146,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,5,2,8,0,889,0,0,0
13248,0,appartamento in edificio piccolo,Non isolata,25,71,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,2,2,7,0,389,0,0,0
13249,0,appartamento in edificio piccolo,Non isolata,27,99,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,3,2,7,0,289,0,0,0
13250,1,appartamento in edificio medio,Ben isolata,36,87,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,789,0,0,0
13251,0,casa unifamiliare,Ben isolata,61,150,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,6,1,9,0,1089,7,4,11
13252,1,casa unifamiliare,Ben isolata,83,243,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,689,0,0,0
13253,0,appartamento in edificio piccolo,Poco isolata,33,54,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,1,1,0,489,0,0,0
13254,0,casa unifamiliare,Poco isolata,41,24,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,6,5,1,12,0,689,0,0,0
13255,2,casa unifamiliare,Abbastanza isolata,28,93,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,0,6,0,689,0,0,0
13256,1,casa unifamiliare,Ben isolata,44,123,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,1,5,0,789,0,0,0
13257,3,casa unifamiliare,Ben isolata,33,339,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,4,1,7,2,1089,1,1,4
13258,1,appartamento in edificio piccolo,Abbastanza isolata,32,113,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,2,2,0,589,0,0,0
13259,2,appartamento in edificio medio,Poco isolata,43,123,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,5,2,9,0,589,0,0,0
13260,2,casa unifamiliare,Non isolata,15,90,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,2,6,0,1089,3,0,3
13261,0,appartamento in edificio medio,Abbastanza isolata,37,101,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,5,2,9,0,289,0,0,0
13262,0,casa unifamiliare,Ben isolata,28,146,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,4,3,2,9,0,489,0,0,0
13263,1,casa unifamiliare,Ben isolata,1,62,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,6,8,2,16,0,1089,0,0,0
13264,0,appartamento in edificio piccolo,Non isolata,38,136,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,1,7,0,589,0,0,0
13265,2,casa unifamiliare,Abbastanza isolata,53,103,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,2,0,4,0,889,0,0,0
13266,2,casa unifamiliare,Poco isolata,19,96,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,1,1,2,0,289,0,0,0
13267,2,appartamento in edificio piccolo,Poco isolata,62,80,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,1,2,5,0,589,4,0,4
13268,1,appartamento in edificio piccolo,Abbastanza isolata,32,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,4,10,0,1089,0,0,0
13269,2,appartamento in edificio piccolo,Poco isolata,46,118,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,1,4,0,789,2,0,2
13270,2,casa unifamiliare,Poco isolata,40,102,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,2,1,3,0,689,0,0,0
13271,0,casa unifamiliare,Abbastanza isolata,75,73,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,1,3,4,0,589,0,0,0
13272,1,casa unifamiliare,Ben isolata,100,121,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,0,0,0,689,0,0,0
13273,0,casa unifamiliare,Ben isolata,99,81,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,1,7,0,1089,0,0,0
13274,0,appartamento in edificio piccolo,Abbastanza isolata,61,58,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,0,1,1,0,289,0,0,0
13275,2,casa unifamiliare,Poco isolata,43,400,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,3,2,8,0,689,1,1,2
13276,2,casa unifamiliare,Ben isolata,43,90,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,3,0,3,0,1089,0,0,0
13277,2,casa unifamiliare,Poco isolata,52,138,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,6,8,0,14,0,289,3,0,3
13278,1,casa unifamiliare,Ben isolata,21,148,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,2,1,4,0,689,0,0,0
13279,2,casa unifamiliare,Ben isolata,45,90,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,8,2,13,0,389,0,0,0
13280,3,appartamento in edificio piccolo,Abbastanza isolata,22,142,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,789,6,1,7
13281,1,casa plurifamiliare,Abbastanza isolata,26,126,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,7,0,8,0,1089,0,0,0
13282,0,casa unifamiliare,Non isolata,55,95,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,6,3,11,0,889,0,0,0
13283,1,casa unifamiliare,Abbastanza isolata,119,73,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,7,3,10,0,1089,0,0,0
13284,3,casa plurifamiliare,Abbastanza isolata,25,75,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,8,2,11,0,589,0,0,0
13285,1,casa unifamiliare,Abbastanza isolata,31,159,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,5,5,3,13,0,1089,0,0,0
13286,1,casa unifamiliare,Abbastanza isolata,64,136,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,6,0,6,1,1089,3,0,4
13287,0,casa unifamiliare,Ben isolata,66,97,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,289,0,0,0
13288,3,appartamento in edificio medio,Ben isolata,29,135,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,4,0,4,0,389,0,0,0
13289,1,appartamento in edificio piccolo,Ben isolata,33,92,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,2,0,0,2,0,589,0,0,0
13290,0,casa unifamiliare,Poco isolata,130,299,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,3,8,0,11,0,1089,0,0,0
13291,3,appartamento in edificio piccolo,Abbastanza isolata,35,70,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,1,3,1,5,0,389,0,0,0
13292,0,appartamento in edificio piccolo,Abbastanza isolata,39,131,Puglia,16.86,41.12,Sud e Isole,32.0,50,0,185,0,5,2,7,0,389,0,0,0
